timestamp,buyer,seller,symbol,currency,price,quantity
0,,,CROISSANTS,SEASHELLS,4274,8
100,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9997,1
200,,,CROISSANTS,SEASHELLS,4276,8
200,,,JAMS,SEASHELLS,6543,7
200,,,KELP,SEASHELLS,2034,1
200,,,SQUID_INK,SEASHELLS,1841,1
300,,,KELP,SEASHELLS,2032,1
300,,,SQUID_INK,SEASHELLS,1841,1
500,,,KELP,SEASHELLS,2035,2
500,,,SQUID_INK,SEASHELLS,1842,2
600,,,CROISSANTS,SEASHELLS,4276,5
700,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9996,9
700,,,JAMS,SEASHELLS,6542,3
900,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9996,4
900,,,KELP,SEASHELLS,2031,8
900,,,SQUID_INK,SEASHELLS,1834,8
1000,,,JAMS,SEASHELLS,6545,4
1200,,,JAMS,SEASHELLS,6542,9
1200,,,KELP,SEASHELLS,2032,1
1200,,,SQUID_INK,SEASHELLS,1837,1
1300,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9999,1
1300,,,PICNIC_BASKET1,SEASHELLS,58693,6
1300,,,PICNIC_BASKET2,SEASHELLS,30250,6
1500,,,KELP,SEASHELLS,2032,1
1500,,,SQUID_INK,SEASHELLS,1843,1
1600,,,CROISSANTS,SEASHELLS,4273,8
1700,,,DJEMBES,SEASHELLS,13413,3
2000,,,DJEMBES,SEASHELLS,13413,2
2100,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10000,4
2300,,,DJEMBES,SEASHELLS,13414,2
2400,,SUBMISSION,KELP,SEASHELLS,2035,1
2400,,SUBMISSION,SQUID_INK,SEASHELLS,1849,1
2500,,,JAMS,SEASHELLS,6543,6
2700,,SUBMISSION,KELP,SEASHELLS,2035,1
2700,,SUBMISSION,SQUID_INK,SEASHELLS,1855,1
2800,,,JAMS,SEASHELLS,6542,9
2900,,,JAMS,SEASHELLS,6542,10
3200,,,KELP,SEASHELLS,2035,2
3200,,,SQUID_INK,SEASHELLS,1853,2
3500,,,SQUID_INK,SEASHELLS,1853,1
3700,,,KELP,SEASHELLS,2033,5
3700,,,SQUID_INK,SEASHELLS,1851,5
3700,,,SQUID_INK,SEASHELLS,1852,2
4300,,SUBMISSION,SQUID_INK,SEASHELLS,1854,1
4500,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9996,3
4500,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9996,3
4600,,SUBMISSION,KELP,SEASHELLS,2034,1
4600,,SUBMISSION,SQUID_INK,SEASHELLS,1856,1
4600,,,JAMS,SEASHELLS,6542,10
4700,,SUBMISSION,SQUID_INK,SEASHELLS,1855,4
4700,,,KELP,SEASHELLS,2035,4
4800,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9998,7
4900,,,KELP,SEASHELLS,2035,2
4900,,,SQUID_INK,SEASHELLS,1856,2
5000,,,CROISSANTS,SEASHELLS,4271,4
5100,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9998,2
5300,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9998,7
5400,,,SQUID_INK,SEASHELLS,1853,5
5500,,,JAMS,SEASHELLS,6540,4
5700,,SUBMISSION,KELP,SEASHELLS,2034,14
5700,,,PICNIC_BASKET1,SEASHELLS,58650,1
5700,,,PICNIC_BASKET1,SEASHELLS,58649,1
5700,,,PICNIC_BASKET2,SEASHELLS,30232,1
5700,,,PICNIC_BASKET2,SEASHELLS,30231,1
5700,,,SQUID_INK,SEASHELLS,1853,14
5800,,SUBMISSION,KELP,SEASHELLS,2034,14
5800,,,SQUID_INK,SEASHELLS,1854,14
5900,,SUBMISSION,KELP,SEASHELLS,2035,12
5900,,,KELP,SEASHELLS,2034,1
5900,,,SQUID_INK,SEASHELLS,1854,12
5900,,,SQUID_INK,SEASHELLS,1852,1
6100,,,DJEMBES,SEASHELLS,13413,5
6100,,,KELP,SEASHELLS,2033,1
6100,,,KELP,SEASHELLS,2033,4
6100,,,SQUID_INK,SEASHELLS,1853,5
6100,,,SQUID_INK,SEASHELLS,1855,8
6200,,,JAMS,SEASHELLS,6540,3
6300,,,RAINFOREST_RESIN,SEASHELLS,10001,1
6400,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,10002,6
6400,,SUBMISSION,SQUID_INK,SEASHELLS,1857,3
6400,,,CROISSANTS,SEASHELLS,4272,8
6600,,,RAINFOREST_RESIN,SEASHELLS,9999,1
6800,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10002,4
6800,,,JAMS,SEASHELLS,6540,5
6900,,,DJEMBES,SEASHELLS,13415,2
7000,,SUBMISSION,SQUID_INK,SEASHELLS,1860,2
7100,,,CROISSANTS,SEASHELLS,4271,7
7200,,,CROISSANTS,SEASHELLS,4271,5
7300,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,10002,5
7300,,,JAMS,SEASHELLS,6540,8
7300,,,PICNIC_BASKET2,SEASHELLS,30235,1
7400,,,JAMS,SEASHELLS,6540,6
7400,,,KELP,SEASHELLS,2032,1
7400,,,SQUID_INK,SEASHELLS,1860,1
7500,,,JAMS,SEASHELLS,6541,7
7800,,SUBMISSION,KELP,SEASHELLS,2035,1
7800,,SUBMISSION,SQUID_INK,SEASHELLS,1863,1
7900,,,CROISSANTS,SEASHELLS,4270,8
7900,,,JAMS,SEASHELLS,6539,5
8000,,SUBMISSION,KELP,SEASHELLS,2034,6
8200,,,JAMS,SEASHELLS,6538,5
8900,,,PICNIC_BASKET1,SEASHELLS,58657,3
8900,,,PICNIC_BASKET2,SEASHELLS,30224,3
9000,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9998,8
9100,,,CROISSANTS,SEASHELLS,4270,5
9100,,,PICNIC_BASKET1,SEASHELLS,58643,1
9100,,,PICNIC_BASKET2,SEASHELLS,30224,1
9200,,SUBMISSION,SQUID_INK,SEASHELLS,1865,21
9200,,SUBMISSION,SQUID_INK,SEASHELLS,1865,15
9300,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9998,5
9300,,,JAMS,SEASHELLS,6539,9
9400,,,KELP,SEASHELLS,2033,1
9400,,,SQUID_INK,SEASHELLS,1865,1
9600,,,KELP,SEASHELLS,2035,1
9600,,,SQUID_INK,SEASHELLS,1869,1
9800,,,DJEMBES,SEASHELLS,13415,4
9900,,,JAMS,SEASHELLS,6540,5
9900,,,KELP,SEASHELLS,2035,1
9900,,,KELP,SEASHELLS,2034,5
9900,,,SQUID_INK,SEASHELLS,1868,1
10000,,,CROISSANTS,SEASHELLS,4270,8
10100,,,JAMS,SEASHELLS,6540,4
10300,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9996,5
10300,,,DJEMBES,SEASHELLS,13410,3
10500,,,KELP,SEASHELLS,2033,2
10500,,,SQUID_INK,SEASHELLS,1870,2
10600,,,KELP,SEASHELLS,2035,1
10600,,,KELP,SEASHELLS,2034,4
10600,,,SQUID_INK,SEASHELLS,1872,1
10600,,,SQUID_INK,SEASHELLS,1871,4
10800,,,JAMS,SEASHELLS,6538,8
11300,,,RAINFOREST_RESIN,SEASHELLS,10008,5
11700,,,KELP,SEASHELLS,2033,3
11700,,,SQUID_INK,SEASHELLS,1870,3
12100,,,DJEMBES,SEASHELLS,13415,1
12100,,,KELP,SEASHELLS,2034,1
12100,,,SQUID_INK,SEASHELLS,1872,1
12200,,,KELP,SEASHELLS,2032,1
12200,,,SQUID_INK,SEASHELLS,1872,1
12400,,,KELP,SEASHELLS,2032,1
12400,,,SQUID_INK,SEASHELLS,1871,1
12700,,,CROISSANTS,SEASHELLS,4267,7
12900,,,KELP,SEASHELLS,2035,6
12900,,,SQUID_INK,SEASHELLS,1870,6
13200,,,PICNIC_BASKET1,SEASHELLS,58636,1
13200,,,PICNIC_BASKET2,SEASHELLS,30228,1
